Year,Marks,Model,Body Type,Mileage,Engine Size,Transmission,Fuel Type,Price($),City, Car Type
2023,Hyundai,Santa Fe,SUV,17,2.2L,Sports Automatic Dual Clutch,Diesel,69890,Queensland,Used
2022,Ford,Ranger,Ute,"31,126",3.0L,Sports Automatic,Diesel,64911,Tasmania,Used
2024,Kia,Sportage,SUV,"2,370",1.6L,Sports Automatic,Hybrid,49980,Victoria,Demo
2024,SsangYong,Musso,Ute,8,2.2L,Sports Automatic,Diesel,46988,Queensland,New
2016,Holden,Captiva,SUV,"118,215",2.4L,Sports Automatic,Petrol,13990,Queensland,Used
2021,Hyundai,Venue,SUV,"38,228",1.6L,Automatic,Petrol,26490,Queensland,Used
2024,Volvo,C40,SUV,"1,000",N/A,Automatic,Electric,87300,South Australia,Demo
2018,Nissan,Navara,Ute,"201,100",2.3L,Sports Automatic,Diesel,26990,Queensland,Used
2024,Audi,A4,Wagon,"2,009",2.0L,Sports Automatic Dual Clutch,Diesel,88990,New South Wales,Demo
2024,Nissan,Patrol,SUV,N/A,5.6L,Sports Automatic,Petrol,113590,New South Wales,New
2024,Mitsubishi,Triton,Ute,"3,000",2.4L,Sports Automatic,Diesel,58880,South Australia,Demo
2024,Volkswagen,Amarok,Ute,12,3.0L,Automatic,Diesel,91810,Queensland,New
2024,Mitsubishi,Eclipse Cross,SUV,8,1.5L,Constantly Variable Transmission,Petrol,34690,Queensland,New
2024,Renault,Trafic,Van,15,2.0L,Sports Automatic Dual Clutch,Diesel,58990,Queensland,New
2024,KGM,SsangYong Musso,Ute,7,2.2L,Sports Automatic,Diesel,48200,Queensland,New
2024,Hyundai,Tucson,SUV,10,1.6L,Automatic,Hybrid,61990,Victoria,New
2024,Chevrolet,Silverado,Ute,N/A,6.2L,Automatic,Petrol,146900,South Australia,New
2025,MG,ZS,SUV,10,1.5L,Automatic,Hybrid,37690,Victoria,New
2024,Kia,Sorento,SUV,"6,678",2.2L,Sports Automatic Dual Clutch,Diesel,61990,Tasmania,Used
2020,Ford,Puma,SUV,"75,164",1.0L,Sports Automatic Dual Clutch,Petrol,19560,New South Wales,Used
2018,Ford,Ranger,Ute,"87,090",3.2L,Sports Automatic,Diesel,39990,Victoria,Used
2021,Mazda,BT-50,Ute,"52,000",3.0L,Sports Automatic,Diesel,53473,New South Wales,Used
2018,Honda,HR-V,SUV,"127,460",1.8L,Constantly Variable Transmission,Petrol,19888,Victoria,Used
2021,Toyota,Yaris Cross,SUV,"94,767",1.5L,Constantly Variable Transmission,Hybrid,28795,Western Australia,Used
2024,Mitsubishi,Outlander,SUV,5,2.4L,Automatic,Hybrid,73780,Victoria,New
2024,Hyundai,Tucson,SUV,N/A,1.6L,Sports Automatic Dual Clutch,Petrol,60085,Victoria,New
2022,Toyota,RAV4,SUV,"92,367",2.5L,Constantly Variable Transmission,Hybrid,37180,Tasmania,Used
2019,Toyota,Landcruiser,SUV,"106,323",4.5L,Sports Automatic,Diesel,79990,Western Australia,Used
2018,Toyota,Camry,Sedan,"62,032",2.5L,Sports Automatic,Petrol,29870,Western Australia,Used
2024,Kia,Picanto,Hatchback,17,1.3L,Automatic,Petrol,21055,Queensland,New
2022,Kia,Rio,Hatchback,"32,211",1.4L,Automatic,Petrol,21990,Victoria,Used
2024,Kia,Picanto,Hatchback,16,1.3L,Automatic,Petrol,21055,Queensland,New
2024,Hyundai,i30,Hatchback,20,2.0L,Sports Automatic Dual Clutch,Petrol,60515,Queensland,New
2024,Nissan,X-TRAIL,SUV,20,1.5L,Automatic,Hybrid,59888,Queensland,Demo
2020,Mercedes-Benz,GLC-Class,SUV,"76,248",4.0L,Sports Automatic,Petrol,103888,Victoria,Used
2017,Nissan,Pathfinder,SUV,"156,340",3.5L,Constantly Variable Transmission,Petrol,17990,Queensland,Used
2015,Mazda,2,Hatchback,"58,895",1.5L,Sports Automatic,Petrol,16888,Queensland,Used
2016,Land,Rover Range Rover Sport,SUV,"97,233",3.0L,Sports Automatic,Diesel,52990,New South Wales,Used
2018,Mitsubishi,ASX,SUV,"173,745",2.0L,Constantly Variable Transmission,Petrol,15553,Australian Capital Territory,Used
2024,Mitsubishi,Triton,Ute,13,2.4L,Sports Automatic,Diesel,63930,Queensland,New
2024,Suzuki,Jimny,SUV,20,1.5L,Manual,Petrol,36490,Queensland,New
2024,Mazda,CX-5,SUV,7,2.5L,Sports Automatic,Petrol,56590,New South Wales,New
2020,Ford,Puma,SUV,"75,164",1.0L,Sports Automatic Dual Clutch,Petrol,19560,New South Wales,Used
2024,Audi,A4,Wagon,"4,484",2.0L,Sports Automatic Dual Clutch,Petrol,89990,New South Wales,Demo
2025,Hyundai,Kona,SUV,10,1.6L,Sports Automatic Dual Clutch,Hybrid,49990,Victoria,New
2025,GWM,Tank 500,SUV,16,2.0L,Sports Automatic,Hybrid,74585,Queensland,New
2021,Kia,Seltos,SUV,"76,202",2.0L,Constantly Variable Transmission,Petrol,30900,New South Wales,Used
2017,Jeep,Grand Cherokee,SUV,"103,989",6.4L,Sports Automatic,Petrol,60515,New South Wales,Used
2014,Hyundai,Elantra,Sedan,"66,938",1.8L,Sports Automatic,Petrol,14995,Queensland,Used
2025,Chery,Tiggo 7 Pro,SUV,N/A,1.6L,Sports Automatic Dual Clutch,Petrol,34590,New South Wales,New
2019,Mazda,2,Hatchback,"34,603",1.5L,Sports Automatic,Petrol,19490,Queensland,Used
2024,SsangYong,Rexton,SUV,"14,787",2.2L,Sports Automatic,Diesel,46888,Victoria,Used
2024,Chery,Tiggo 8 Pro Max,SUV,10,2.0L,Sports Automatic Dual Clutch,Petrol,38990,Queensland,New
2024,Suzuki,Swift,Hatchback,400,1.2L,Constantly Variable Transmission,Petrol,28990,Queensland,Demo
2019,Mazda,BT-50,Ute,"28,650",3.2L,Sports Automatic,Diesel,44991,Queensland,Used
2024,Toyota,Landcruiser,N/A,150,4.5L,Manual,Diesel,138438,Western Australia,Used
2024,Kia,Cerato,Hatchback,"16,616",2.0L,Sports Automatic,Petrol,26990,Victoria,Used
2023,Nissan,QASHQAI,SUV,"5,389",1.3L,Constantly Variable Transmission,Petrol,36980,New South Wales,Used
2024,Kia,Picanto,Hatchback,15,1.3L,Automatic,Petrol,21055,Queensland,New
2020,Suzuki,Swift,Hatchback,"68,819",1.2L,Constantly Variable Transmission,Petrol,18475,Western Australia,Used
2023,Isuzu,MU-X,SUV,"31,003",3.0L,Sports Automatic,Diesel,58990,Victoria,Used
2024,LDV,G10,Van,10,2.0L,Sports Automatic,Diesel,37060,Western Australia,New
2024,Mazda,3,Sedan,"1,000",2.0L,Sports Automatic,Petrol,34990,Queensland,Demo
2024,Kia,Picanto,Hatchback,16,1.3L,Automatic,Petrol,21055,Queensland,New
2024,Mazda,2,Hatchback,5,1.5L,Sports Automatic,Petrol,30371,Victoria,New
2024,Kia,Picanto,Hatchback,18,1.3L,Automatic,Petrol,21055,Queensland,New
2021,Toyota,Hilux,N/A,"129,263",2.8L,Sports Automatic,Diesel,40871,Western Australia,Used
2024,Kia,Picanto,Hatchback,17,1.3L,Automatic,Petrol,21055,Queensland,New
2024,Hyundai,i30,Hatchback,672,1.5L,Sports Automatic Dual Clutch,Petrol,40430,Queensland,Demo
2024,Hyundai,IONIQ 5,SUV,"1,850",N/A,Reduction Gear,Electric,82816,New South Wales,Demo
2024,BMW,5 Series,Sedan,"1,501",3.0L,Sports Automatic,Diesel,146900,New South Wales,Demo
2007,Kia,Grand Carnival,N/A,"244,991",3.8L,Sports Automatic,Petrol,11490,Queensland,Used
2020,Audi,Q7,SUV,"84,450",3.0L,Sports Automatic,Diesel,73880,New South Wales,Used
2022,Kia,Sportage,SUV,"87,653",2.0L,Sports Automatic,Diesel,29652,New South Wales,Used
2024,Hyundai,Santa Fe,SUV,20,1.6L,Automatic,Hybrid,79757,Queensland,New
2024,Chery,Tiggo 4 Pro,SUV,5,1.5L,Constantly Variable Transmission,Petrol,27510,Victoria,Demo
2023,BMW,X3,SUV,"12,900",3.0L,Sports Automatic,Petrol,102990,Victoria,Used
2024,BMW,3 Series,Sedan,"2,000",3.0L,Sports Automatic,Petrol,119990,New South Wales,Demo
2025,Mazda,CX-60,SUV,5,2.5L,Sports Automatic Single Clutch,Hybrid,90765,Victoria,New
2024,Hyundai,i30,Hatchback,14,2.0L,Sports Automatic Dual Clutch,Petrol,60940,Queensland,New
2024,Mazda,CX-30,SUV,350,2.0L,Sports Automatic,Petrol,39990,New South Wales,Demo
2018,Holden,Colorado,N/A,"190,578",2.8L,Sports Automatic,Diesel,25990,Queensland,Used
2025,Hyundai,Palisade,SUV,9,2.2L,Sports Automatic,Diesel,87990,Western Australia,Demo
2021,Hyundai,i30,Hatchback,"79,964",2.0L,Manual,Petrol,36490,Queensland,Used
2024,LDV,G10,Van,10,2.0L,Sports Automatic,Diesel,37060,Western Australia,New
2021,Toyota,Corolla,Hatchback,"97,203",2.0L,Constantly Variable Transmission,Petrol,27990,New South Wales,Used
2017,Mercedes-Benz,C-Class,Convertible,"78,281",2.0L,Sports Automatic,Petrol,52868,Victoria,Used
2017,Holden,Trax,SUV,"117,891",1.4L,Automatic,Petrol,11995,Queensland,Used
2018,Toyota,Corolla,Hatchback,"123,030",1.8L,Constantly Variable Transmission,Hybrid,24710,New South Wales,Used
2023,Mazda,CX-30,SUV,"8,473",2.5L,Sports Automatic,Petrol,39888,New South Wales,Demo
2023,LDV,eDeliver 9,Van,"1,163",N/A,Reduction Gear,Electric,115000,Queensland,Demo
2023,Volkswagen,Tiguan,SUV,"7,100",2.0L,Sports Automatic Dual Clutch,Diesel,52990,South Australia,Demo
2023,Kia,Niro,SUV,"2,351",N/A,Reduction Gear,Electric,67980,New South Wales,Demo
2024,Fiat,Ducato,Van,40,2.2L,Automatic,Diesel,58490,Queensland,Demo
2024,SsangYong,Musso,Ute,10,2.2L,Sports Automatic,Diesel,44988,Queensland,New
2023,Nissan,X-TRAIL,SUV,8,1.5L,Automatic,Hybrid,50888,New South Wales,New
2024,Hyundai,IONIQ 5,SUV,"2,001",N/A,Reduction Gear,Electric,76888,Queensland,Demo
2024,KGM,SsangYong Rexton,SUV,20,2.2L,Sports Automatic,Diesel,53988,Queensland,New
2023,Ford,Ranger,Ute,"15,023",2.0L,Sports Automatic,Diesel,48440,New South Wales,Used
2024,Mazda,BT-50,Ute,5,3.0L,Sports Automatic,Diesel,65900,New South Wales,New
2024,Lexus,NX,SUV,"4,513",2.5L,Constantly Variable Transmission,Hybrid,77830,New South Wales,Demo
2022,Kia,Picanto,Hatchback,"69,749",1.3L,Automatic,Petrol,16888,Western Australia,Used
2024,Hyundai,Santa Fe,SUV,20,1.6L,Automatic,Hybrid,79390,Queensland,New
2024,Renault,Trafic,Van,8,2.0L,Sports Automatic Dual Clutch,Diesel,49990,Queensland,New
2022,Toyota,Corolla,Sedan,"74,272",2.0L,Constantly Variable Transmission,Petrol,24990,Queensland,Used
2024,Renault,Trafic,Van,88,2.0L,Sports Automatic Dual Clutch,Diesel,59990,Queensland,New
2024,Volkswagen,Golf,Hatchback,12,1.4L,Sports Automatic,Petrol,36990,New South Wales,New
2024,RAM,1500,Ute,188,5.7L,Automatic,Petrol,154990,Queensland,Demo
2024,BMW,1 Series,Hatchback,"2,000",2.0L,Sports Automatic Dual Clutch,Petrol,88877,New South Wales,Demo
2024,RAM,1500,Ute,88,5.7L,Automatic,Petrol,155950,Queensland,New
2024,LDV,G10,Van,10,2.0L,Sports Automatic,Diesel,37060,Western Australia,New
2021,Mazda,BT-50,Ute,"116,079",3.0L,Sports Automatic,Diesel,43995,Queensland,Used
2020,Toyota,RAV4,SUV,"18,948",2.5L,Constantly Variable Transmission,Hybrid,43888,Western Australia,Used
2024,Ford,Ranger,Ute,896,2.0L,Sports Automatic,Diesel,63370,South Australia,Used
2020,Volkswagen,Caddy,N/A,"15,122",1.4L,Sports Automatic Dual Clutch,Petrol,42888,Victoria,Used
2021,Volkswagen,T-Cross,SUV,"68,484",1.0L,Sports Automatic Dual Clutch,Petrol,23999,Victoria,Used
2013,Toyota,Camry,Sedan,"167,954",2.5L,Sports Automatic,Petrol,13990,Victoria,Used
2024,Kia,Stonic,SUV,12,1.0L,Sports Automatic Dual Clutch,Petrol,26793,Queensland,New
2020,Toyota,Landcruiser,SUV,"94,100",4.5L,Sports Automatic,Diesel,106400,Western Australia,Used
2024,Mazda,3,Hatchback,10,2.0L,Sports Automatic,Petrol,36990,Queensland,New
2022,MG,MG3,Hatchback,10,1.5L,Automatic,Petrol,20990,Queensland,Used
2024,Hyundai,i30,Hatchback,"8,920",1.5L,Sports Automatic Dual Clutch,Petrol,37990,Queensland,Used
2024,Abarth,695,Hatchback,20,1.4L,Sports Automatic Single Clutch,Petrol,48990,Victoria,New
2023,Nissan,X-TRAIL,SUV,5,1.5L,Automatic,Hybrid,50888,New South Wales,Demo
2024,KGM,SsangYong Rexton,SUV,20,2.2L,Sports Automatic,Diesel,53988,Queensland,New
2024,Mazda,3,Hatchback,10,2.0L,Sports Automatic,Petrol,36990,Queensland,New
2016,Subaru,WRX,Sedan,"113,600",2.5L,Manual,Petrol,38112,Western Australia,Used
1993,Mercedes-Benz,S-Class,Coupe,"189,931",5.0L,Automatic,Petrol,27964,Queensland,Used
2024,Mazda,BT-50,N/A,10,3.0L,Sports Automatic,Diesel,60990,Queensland,New
2024,Mazda,3,Hatchback,N/A,2.5L,Sports Automatic,Petrol,45999,Queensland,New
2017,Audi,S8,Sedan,"72,769",4.0L,Sports Automatic,Petrol,95800,New South Wales,Used
2024,BMW,1 Series,Hatchback,"1,686",2.0L,Sports Automatic Dual Clutch,Petrol,82777,New South Wales,Used
2023,Mazda,CX-5,SUV,"36,122",2.2L,Sports Automatic,Diesel,44280,New South Wales,Used
2019,Mitsubishi,ASX,SUV,"41,814",2.0L,Constantly Variable Transmission,Petrol,25771,Tasmania,Used
2023,Kia,Stonic,SUV,"6,973",1.4L,Automatic,Petrol,28888,Victoria,Used
2025,LDV,D90,SUV,10,2.0L,Sports Automatic,Petrol,43867,Victoria,New
2025,Isuzu,D-MAX,N/A,22,3.0L,Sports Automatic,Diesel,54585,Queensland,New
2024,KGM,SsangYong Rexton,SUV,100,2.2L,Sports Automatic,Diesel,49990,Queensland,Used
2025,Hyundai,Tucson,SUV,N/A,1.6L,Automatic,Hybrid,63085,Victoria,New
2024,Hyundai,Venue,SUV,"4,901",1.6L,Automatic,Petrol,25990,Queensland,Used
2020,Kia,Sportage,SUV,"51,735",2.4L,Sports Automatic,Petrol,33219,South Australia,Used
2022,Suzuki,Baleno,Hatchback,"37,577",1.4L,Automatic,Petrol,19591,Tasmania,Used
2014,Hyundai,Santa Fe,SUV,"130,334",2.2L,Sports Automatic,Diesel,15990,Queensland,Used
2021,Mitsubishi,Outlander,SUV,"67,885",2.4L,Constantly Variable Transmission,Petrol,29880,Victoria,Used
2021,Ford,Ranger,N/A,"194,361",3.2L,Sports Automatic,Diesel,23999,Victoria,Used
2016,Holden,Astra,Hatchback,"8,103",1.4L,Sports Automatic,Petrol,18128,Australian Capital Territory,Used
2025,Nissan,X-TRAIL,SUV,40,2.5L,Constantly Variable Transmission,Petrol,37574,Western Australia,Used
2023,Subaru,Forester,SUV,"16,000",2.5L,Constantly Variable Transmission,Petrol,40510,Tasmania,Used
2024,GWM,Haval Jolion,SUV,12,1.5L,Sports Automatic Dual Clutch,Petrol,37030,Queensland,New
2023,Nissan,X-TRAIL,SUV,5,1.5L,Automatic,Hybrid,50888,New South Wales,Demo
2017,Mazda,CX-5,SUV,"77,588",2.2L,Sports Automatic,Diesel,27999,Victoria,Used
2023,Volkswagen,Multivan,N/A,"1,500",2.0L,Sports Automatic Dual Clutch,Diesel,69990,South Australia,Demo
2024,Nissan,Navara,Ute,12,2.3L,Manual,Diesel,51490,New South Wales,New
2024,Mazda,CX-30,SUV,10,2.0L,Sports Automatic,Petrol,33990,Queensland,New
2024,Subaru,WRX,Sedan,"2,563",2.4L,Manual,Petrol,48484,New South Wales,Demo
2023,LDV,D90,SUV,"8,398",2.0L,Sports Automatic,Diesel,40990,Queensland,Used
2023,GWM,Tank 300,SUV,20,2.0L,Sports Automatic,Hybrid,55585,Queensland,New
2024,Mazda,CX-30,SUV,"1,680",2.0L,Sports Automatic,Petrol,33480,New South Wales,Demo
2024,MG,HS,SUV,10,1.5L,Sports Automatic Dual Clutch,Petrol,41690,Victoria,New
2023,Volkswagen,Tiguan,SUV,"7,868",2.0L,Sports Automatic Dual Clutch,Diesel,56990,South Australia,Demo
2009,Mitsubishi,Outlander,SUV,"182,023",3.0L,Sports Automatic,Petrol,13290,Queensland,Used
2023,Toyota,Yaris Cross,SUV,"19,045",1.5L,Constantly Variable Transmission,Petrol,33980,New South Wales,Used
2024,Hyundai,Palisade,SUV,N/A,2.2L,Sports Automatic,Diesel,87598,Victoria,New
2024,Mazda,CX-30,SUV,10,2.0L,Sports Automatic,Petrol,36990,Queensland,New
2024,Renault,Trafic,Van,88,2.0L,Sports Automatic Dual Clutch,Diesel,59990,Queensland,New
2004,Jeep,Cherokee,SUV,"140,799",2.4L,Manual,Petrol,8888,Queensland,Used
2023,Renault,Trafic,Van,N/A,2.0L,Sports Automatic Dual Clutch,Diesel,52990,Victoria,Demo
2024,Mazda,CX-30,SUV,277,2.0L,Sports Automatic,Petrol,33485,Queensland,Demo
2019,Suzuki,Vitara,SUV,"110,000",1.6L,Sports Automatic,Petrol,19531,Western Australia,Used
2016,Toyota,Fortuner,SUV,"131,870",2.8L,Automatic,Diesel,37990,Western Australia,Used
2024,Lexus,NX,SUV,"4,980",2.5L,Constantly Variable Transmission,Hybrid,102388,Victoria,Demo
2024,LDV,D90,SUV,232,2.0L,Sports Automatic,Petrol,40888,Queensland,Demo
2018,BMW,X2,SUV,"125,000",2.0L,Sports Automatic Dual Clutch,Petrol,27990,Victoria,Used
2018,Ford,Ranger,Ute,"170,790",3.2L,Sports Automatic,Diesel,32950,New South Wales,Used
2024,Land,Rover Discovery,SUV,N/A,3.0L,Sports Automatic,Diesel,148500,New South Wales,New
2025,Ford,Ranger,Ute,13,2.0L,Sports Automatic,Diesel,56336,Victoria,New
2023,Toyota,Corolla,Sedan,"62,841",1.8L,Constantly Variable Transmission,Hybrid,34293,Western Australia,Used
2024,GWM,Haval H6GT,SUV,N/A,2.0L,Sports Automatic Dual Clutch,Petrol,45485,Victoria,New
2024,Toyota,Camry,Sedan,"40,110",2.5L,Constantly Variable Transmission,Hybrid,44120,Western Australia,Used
2022,Toyota,Corolla Cross,SUV,"16,619",2.0L,Constantly Variable Transmission,Hybrid,55790,New South Wales,Used
2024,Fiat,500,Hatchback,501,1.2L,Sports Automatic Single Clutch,Petrol,28800,Victoria,Demo
2014,Toyota,Yaris,Sedan,"104,805",1.5L,Automatic,Petrol,13490,Queensland,Used
2024,Mazda,CX-30,SUV,10,2.0L,Sports Automatic,Petrol,33990,Queensland,New
2009,Ford,Falcon,Sedan,"123,037",4.0L,Sports Automatic,Petrol,30000,Queensland,Used
2024,Nissan,X-TRAIL,SUV,20,1.5L,Automatic,Hybrid,59888,Queensland,Demo
2018,Toyota,Yaris,Hatchback,"93,414",1.3L,Automatic,Petrol,19990,Queensland,Used
2023,BMW,i4,Hatchback,"5,606",N/A,Reduction Gear,Electric,80800,Victoria,Used
2023,Toyota,Yaris Cross,SUV,"14,063",1.5L,Constantly Variable Transmission,Petrol,32950,New South Wales,Used
2024,Hyundai,Santa Fe,SUV,20,1.6L,Automatic,Hybrid,80466,Queensland,New
2021,Toyota,Corolla,Sedan,"86,273",1.8L,Constantly Variable Transmission,Hybrid,26990,Queensland,Used
2024,LDV,D90,SUV,232,2.0L,Sports Automatic,Petrol,40888,Queensland,Demo
2024,Mazda,3,Hatchback,N/A,2.0L,Sports Automatic,Petrol,33990,Queensland,New
2024,Hyundai,Sonata,Sedan,"2,031",2.5L,Sports Automatic Dual Clutch,Petrol,55990,Victoria,Demo
2024,Mazda,3,Hatchback,10,2.0L,Sports Automatic,Petrol,33990,Queensland,New
2023,Hyundai,i30,Hatchback,"1,406",2.0L,Sports Automatic Dual Clutch,Petrol,54900,New South Wales,Used
2025,Kia,K4,Sedan,14,1.6L,Sports Automatic,Petrol,47590,Queensland,New
2023,Isuzu,MU-X,SUV,"74,090",3.0L,Sports Automatic,Diesel,58379,Western Australia,Used
2020,Mercedes-Benz,CLA-Class,Coupe,"87,458",2.0L,Sports Automatic Dual Clutch,Petrol,75868,Victoria,Used
2024,KGM,SsangYong Rexton,SUV,100,2.2L,Sports Automatic,Diesel,49990,Queensland,Used
2021,MG,MG3,Hatchback,"121,341",1.5L,Automatic,Petrol,15347,Australian Capital Territory,Used
2025,GWM,Ora,Hatchback,20,N/A,Reduction Gear,Electric,41590,Queensland,New
2024,Land,Rover Discovery Sport,SUV,787,1.5L,Sports Automatic,Hybrid,120990,Australian Capital Territory,Used
2024,MG,MG3,Hatchback,10,1.5L,Automatic,Hybrid,32990,Western Australia,New
2014,Mazda,3,Sedan,"151,803",2.5L,Sports Automatic,Petrol,15763,Victoria,Used
2021,Ford,Ranger,Ute,"91,915",3.2L,Sports Automatic,Diesel,45980,Queensland,Used
2022,Mitsubishi,Outlander,SUV,"40,091",2.5L,Constantly Variable Transmission,Petrol,35470,Victoria,Used
2021,Mitsubishi,Triton,N/A,"57,597",2.4L,Manual,Diesel,30890,New South Wales,Used
2016,Hyundai,Tucson,SUV,"111,820",2.0L,Sports Automatic,Diesel,23517,Western Australia,Used
2016,Hyundai,Tucson,SUV,"111,820",2.0L,Sports Automatic,Diesel,22888,Western Australia,Used
2014,Audi,Q5,SUV,"192,102",2.0L,Sports Automatic Dual Clutch,Diesel,18530,New South Wales,Used
2024,MINI,Cooper,Hatchback,"4,779",N/A,Automatic,Electric,47990,Victoria,Demo
2024,Mitsubishi,Triton,Ute,"7,158",2.4L,Sports Automatic,Diesel,59486,Queensland,Demo
2023,Suzuki,Jimny,SUV,"4,213",1.5L,Automatic,Petrol,51990,Queensland,Demo
2024,MINI,Countryman,SUV,"1,566",N/A,Automatic,Electric,76997,New South Wales,Demo
2024,RAM,1500,Ute,50,5.7L,Automatic,Petrol,132900,Victoria,New
2024,GWM,Haval H6,SUV,17,2.0L,Sports Automatic Dual Clutch,Petrol,41490,Queensland,New
2024,RAM,1500,Ute,867,5.7L,Automatic,Petrol,140990,Queensland,Demo
2024,Hyundai,Santa Fe,SUV,20,1.6L,Automatic,Hybrid,80777,Queensland,New
2023,Mazda,BT-50,Ute,"16,000",3.0L,Sports Automatic,Diesel,53995,Queensland,Used
2024,Hyundai,Kona,SUV,"8,673",N/A,Reduction Gear,Electric,47740,Queensland,Used
2006,Toyota,Hilux,Ute,"339,886",4.0L,Manual,Petrol,14489,Queensland,Used
2023,Hyundai,i30,Hatchback,"5,499",2.0L,Sports Automatic Dual Clutch,Petrol,53390,New South Wales,Used
2025,Volvo,XC60,SUV,5,2.0L,Sports Automatic,Petrol,74990,South Australia,New
2015,Renault,Captur,SUV,"123,016",1.2L,Sports Automatic Dual Clutch,Petrol,11240,Australian Capital Territory,Used
2023,BYD,ATTO 3,SUV,"57,817",N/A,Reduction Gear,Electric,34990,Queensland,Used
2005,Mitsubishi,Pajero,SUV,"133,835",3.8L,Sports Automatic,Petrol,14410,New South Wales,Used
2023,Toyota,Hilux,N/A,"27,169",2.8L,Sports Automatic,Diesel,71351,Western Australia,Used
2020,Mercedes-Benz,CLA-Class,Coupe,"87,458",2.0L,Sports Automatic Dual Clutch,Petrol,75868,Victoria,Used
2015,BMW,X3,SUV,"141,504",3.0L,Sports Automatic,Diesel,26760,New South Wales,Used
2022,Ford,Ranger,Ute,"55,155",3.0L,Sports Automatic,Petrol,80465,New South Wales,Used
2025,Mazda,CX-60,SUV,5,2.5L,Sports Automatic Single Clutch,Hybrid,81035,Victoria,New
2024,MG,HS,SUV,15,1.5L,Sports Automatic Dual Clutch,Petrol,31900,Queensland,New
2020,Toyota,Camry,Sedan,"153,566",2.5L,Constantly Variable Transmission,Hybrid,31058,Western Australia,Used
2022,Ford,Mustang,Convertible,"17,082",2.3L,Sports Automatic,Petrol,63888,Victoria,Used
2023,Mitsubishi,Eclipse Cross,SUV,"15,162",1.5L,Constantly Variable Transmission,Petrol,29990,Western Australia,Used
2025,Hyundai,Kona,SUV,25,2.0L,Constantly Variable Transmission,Petrol,43890,Queensland,New
2020,Mazda,CX-9,SUV,"47,205",2.5L,Sports Automatic,Petrol,38934,Australian Capital Territory,Used
2024,Mazda,CX-30,SUV,"3,327",2.5L,Sports Automatic,Petrol,43950,Victoria,Used
2022,Renault,Koleos,SUV,"44,695",2.5L,Constantly Variable Transmission,Petrol,23680,New South Wales,Used
2024,Kia,Sportage,SUV,"3,157",1.6L,Sports Automatic Dual Clutch,Petrol,51470,Victoria,Demo
2023,MG,ZST,SUV,"1,088",1.3L,Automatic,Petrol,28888,Queensland,Used
2024,Abarth,695,Hatchback,20,1.4L,Sports Automatic Single Clutch,Petrol,48990,Victoria,New
2024,MG,MG3,Hatchback,"4,601",1.5L,Automatic,Hybrid,26990,Victoria,Demo
2018,Mercedes-Benz,Vito,Van,"144,281",2.1L,Sports Automatic,Diesel,30170,Western Australia,Used
2017,Holden,Captiva,SUV,"169,504",2.4L,Sports Automatic,Petrol,16888,Queensland,Used
2024,Nissan,JUKE,SUV,N/A,1.0L,Sports Automatic Dual Clutch,Petrol,38990,Victoria,New
2024,Kia,Seltos,SUV,"2,333",2.0L,Constantly Variable Transmission,Petrol,33995,Queensland,Demo
2023,Nissan,X-TRAIL,SUV,55,2.5L,Constantly Variable Transmission,Petrol,56990,Victoria,New
2023,Mercedes-Benz,EQA,SUV,"6,000",N/A,Reduction Gear,Electric,80850,Queensland,Demo
2018,Kia,Picanto,Hatchback,"30,582",1.3L,Automatic,Petrol,17758,Victoria,Used
2024,Mazda,CX-30,SUV,N/A,2.0L,Sports Automatic,Petrol,40490,Queensland,New
